sample,total_count,population,count,percentage
sample00123,101404,b_cell,8588,8.4691
sample00123,101404,cd4_t_cell,29889,29.4752
sample00123,101404,cd8_t_cell,26624,26.2554
sample00123,101404,monocyte,19142,18.877
sample00123,101404,nk_cell,17161,16.9234
sample00124,91040,b_cell,7220,7.9306
sample00124,91040,cd4_t_cell,28332,31.1204
sample00124,91040,cd8_t_cell,23608,25.9315
sample00124,91040,monocyte,19553,21.4774
sample00124,91040,nk_cell,12327,13.5402
sample00125,108174,b_cell,18039,16.6759
sample00125,108174,cd4_t_cell,27052,25.0079
sample00125,108174,cd8_t_cell,34464,31.8598
sample00125,108174,monocyte,15254,14.1014
sample00125,108174,nk_cell,13365,12.3551
sample00126,93769,b_cell,8794,9.3784
sample00126,93769,cd4_t_cell,29419,31.3739
sample00126,93769,cd8_t_cell,21622,23.0588
sample00126,93769,monocyte,21082,22.4829
sample00126,93769,nk_cell,12852,13.706
sample00127,105638,b_cell,12536,11.8669
sample00127,105638,cd4_t_cell,24468,23.1621
sample00127,105638,cd8_t_cell,25347,23.9942
sample00127,105638,monocyte,23448,22.1966
sample00127,105638,nk_cell,19839,18.7802
sample00128,102875,b_cell,10257,9.9704
sample00128,102875,cd4_t_cell,24291,23.6122
sample00128,102875,cd8_t_cell,31155,30.2843
sample00128,102875,monocyte,20747,20.1672
sample00128,102875,nk_cell,16425,15.966
sample00129,97799,b_cell,8578,8.7711
sample00129,97799,cd4_t_cell,33812,34.573
sample00129,97799,cd8_t_cell,24695,25.2508
sample00129,97799,monocyte,18492,18.9082
sample00129,97799,nk_cell,12222,12.4971
sample00130,110509,b_cell,9491,8.5884
sample00130,110509,cd4_t_cell,29379,26.5852
sample00130,110509,cd8_t_cell,20874,18.889
sample00130,110509,monocyte,20808,18.8292
sample00130,110509,nk_cell,29957,27.1082
sample00131,94983,b_cell,13475,14.1867
sample00131,94983,cd4_t_cell,33782,35.5664
sample00131,94983,cd8_t_cell,19647,20.6848
sample00131,94983,monocyte,15810,16.6451
sample00131,94983,nk_cell,12269,12.917
sample00132,104383,b_cell,12071,11.5641
sample00132,104383,cd4_t_cell,37366,35.797
sample00132,104383,cd8_t_cell,22953,21.9892
sample00132,104383,monocyte,21155,20.2667
sample00132,104383,nk_cell,10838,10.3829
sample00133,103248,b_cell,8998,8.7149
sample00133,103248,cd4_t_cell,39154,37.9223
sample00133,103248,cd8_t_cell,30577,29.6151
sample00133,103248,monocyte,16209,15.6991
sample00133,103248,nk_cell,8310,8.0486
sample00134,94929,b_cell,5345,5.6305
sample00134,94929,cd4_t_cell,21093,22.2198
sample00134,94929,cd8_t_cell,19854,20.9146
sample00134,94929,monocyte,29206,30.7662
sample00134,94929,nk_cell,19431,20.469
sample00135,111728,b_cell,6364,5.696
sample00135,111728,cd4_t_cell,33379,29.8752
sample00135,111728,cd8_t_cell,30479,27.2796
sample00135,111728,monocyte,20034,17.931
sample00135,111728,nk_cell,21472,19.2181
sample00136,105539,b_cell,9477,8.9796
sample00136,105539,cd4_t_cell,36775,34.8449
sample00136,105539,cd8_t_cell,24510,23.2236
sample00136,105539,monocyte,19474,18.4519
sample00136,105539,nk_cell,15303,14.4999
sample00137,103610,b_cell,13112,12.6551
sample00137,103610,cd4_t_cell,34563,33.3587
sample00137,103610,cd8_t_cell,27662,26.6982
sample00137,103610,monocyte,18754,18.1006
sample00137,103610,nk_cell,9519,9.1873
sample00138,93142,b_cell,10705,11.4932
sample00138,93142,cd4_t_cell,26058,27.9766
sample00138,93142,cd8_t_cell,24949,26.786
sample00138,93142,monocyte,16855,18.096
sample00138,93142,nk_cell,14575,15.6482
sample00139,98502,b_cell,8256,8.3816
sample00139,98502,cd4_t_cell,32718,33.2156
sample00139,98502,cd8_t_cell,27913,28.3375
sample00139,98502,monocyte,15630,15.8677
sample00139,98502,nk_cell,13985,14.1977
sample00140,94698,b_cell,10349,10.9284
sample00140,94698,cd4_t_cell,23476,24.7904
sample00140,94698,cd8_t_cell,26253,27.7229
sample00140,94698,monocyte,17628,18.615
sample00140,94698,nk_cell,16992,17.9434
sample00141,103696,b_cell,4896,4.7215
sample00141,103696,cd4_t_cell,35662,34.3909
sample00141,103696,cd8_t_cell,28642,27.6211
sample00141,103696,monocyte,21325,20.5649
sample00141,103696,nk_cell,13171,12.7016
sample00142,98991,b_cell,10372,10.4777
sample00142,98991,cd4_t_cell,32331,32.6605
sample00142,98991,cd8_t_cell,26865,27.1388
sample00142,98991,monocyte,17299,17.4753
sample00142,98991,nk_cell,12124,12.2476
sample00143,95184,b_cell,7954,8.3564
sample00143,95184,cd4_t_cell,24873,26.1315
sample00143,95184,cd8_t_cell,32400,34.0393
sample00143,95184,monocyte,10588,11.1237
sample00143,95184,nk_cell,19369,20.349
sample00144,98439,b_cell,7857,7.9816
sample00144,98439,cd4_t_cell,27371,27.805
sample00144,98439,cd8_t_cell,37150,37.7391
sample00144,98439,monocyte,17879,18.1625
sample00144,98439,nk_cell,8182,8.3117
sample00145,96711,b_cell,9816,10.1498
sample00145,96711,cd4_t_cell,24589,25.4252
sample00145,96711,cd8_t_cell,27212,28.1374
sample00145,96711,monocyte,16550,17.1128
sample00145,96711,nk_cell,18544,19.1747
sample00146,108534,b_cell,1835,1.6907
sample00146,108534,cd4_t_cell,40424,37.2455
sample00146,108534,cd8_t_cell,32579,30.0173
sample00146,108534,monocyte,23790,21.9194
sample00146,108534,nk_cell,9906,9.1271
sample00147,107835,b_cell,9384,8.7022
sample00147,107835,cd4_t_cell,35855,33.2499
sample00147,107835,cd8_t_cell,27312,25.3276
sample00147,107835,monocyte,22359,20.7345
sample00147,107835,nk_cell,12925,11.9859
sample00148,95497,b_cell,12464,13.0517
sample00148,95497,cd4_t_cell,27844,29.1569
sample00148,95497,cd8_t_cell,24484,25.6385
sample00148,95497,monocyte,14080,14.7439
sample00148,95497,nk_cell,16625,17.4089
sample00149,106825,b_cell,7999,7.4879
sample00149,106825,cd4_t_cell,31822,29.7889
sample00149,106825,cd8_t_cell,30839,28.8687
sample00149,106825,monocyte,18064,16.9099
sample00149,106825,nk_cell,18101,16.9445
sample00150,90252,b_cell,6574,7.284
sample00150,90252,cd4_t_cell,30706,34.0225
sample00150,90252,cd8_t_cell,23193,25.698
sample00150,90252,monocyte,20545,22.764
sample00150,90252,nk_cell,9234,10.2314
sample00151,94188,b_cell,10045,10.6648
sample00151,94188,cd4_t_cell,19743,20.9613
sample00151,94188,cd8_t_cell,25079,26.6265
sample00151,94188,monocyte,17373,18.445
sample00151,94188,nk_cell,21948,23.3023
sample00152,101748,b_cell,10029,9.8567
sample00152,101748,cd4_t_cell,34480,33.8876
sample00152,101748,cd8_t_cell,23103,22.7061
sample00152,101748,monocyte,17901,17.5935
sample00152,101748,nk_cell,16235,15.9561
sample00153,105449,b_cell,12772,12.112
sample00153,105449,cd4_t_cell,30009,28.4583
sample00153,105449,cd8_t_cell,27496,26.0752
sample00153,105449,monocyte,16853,15.9821
sample00153,105449,nk_cell,18319,17.3724
sample00154,98244,b_cell,4851,4.9377
sample00154,98244,cd4_t_cell,29002,29.5204
sample00154,98244,cd8_t_cell,29394,29.9194
sample00154,98244,monocyte,14743,15.0065
sample00154,98244,nk_cell,20254,20.616
sample00155,98358,b_cell,9098,9.2499
sample00155,98358,cd4_t_cell,29519,30.0118
sample00155,98358,cd8_t_cell,31146,31.666
sample00155,98358,monocyte,13591,13.8179
sample00155,98358,nk_cell,15004,15.2545
sample00156,95669,b_cell,12105,12.653
sample00156,95669,cd4_t_cell,25294,26.4391
sample00156,95669,cd8_t_cell,22220,23.2259
sample00156,95669,monocyte,21973,22.9677
sample00156,95669,nk_cell,14077,14.7143
sample00157,107396,b_cell,12798,11.9166
sample00157,107396,cd4_t_cell,25824,24.0456
sample00157,107396,cd8_t_cell,29712,27.6658
sample00157,107396,monocyte,23759,22.1228
sample00157,107396,nk_cell,15303,14.2491
sample00158,99524,b_cell,9304,9.3485
sample00158,99524,cd4_t_cell,30837,30.9845
sample00158,99524,cd8_t_cell,28693,28.8302
sample00158,99524,monocyte,14471,14.5402
sample00158,99524,nk_cell,16219,16.2966
sample00159,108497,b_cell,10899,10.0454
sample00159,108497,cd4_t_cell,37159,34.2489
sample00159,108497,cd8_t_cell,30942,28.5188
sample00159,108497,monocyte,17569,16.1931
sample00159,108497,nk_cell,11928,10.9939
sample00160,108795,b_cell,4919,4.5213
sample00160,108795,cd4_t_cell,37824,34.7663
sample00160,108795,cd8_t_cell,30893,28.3956
sample00160,108795,monocyte,20129,18.5018
sample00160,108795,nk_cell,15030,13.815
sample00161,108402,b_cell,11706,10.7987
sample00161,108402,cd4_t_cell,27508,25.3759
sample00161,108402,cd8_t_cell,27113,25.0115
sample00161,108402,monocyte,18520,17.0846
sample00161,108402,nk_cell,23555,21.7293
sample00162,102499,b_cell,12077,11.7826
sample00162,102499,cd4_t_cell,34285,33.4491
sample00162,102499,cd8_t_cell,25698,25.0715
sample00162,102499,monocyte,15854,15.4675
sample00162,102499,nk_cell,14585,14.2294
sample00163,104732,b_cell,11351,10.8381
sample00163,104732,cd4_t_cell,37866,36.1551
sample00163,104732,cd8_t_cell,28692,27.3956
sample00163,104732,monocyte,18338,17.5095
sample00163,104732,nk_cell,8485,8.1016
sample00164,100756,b_cell,11872,11.7829
sample00164,100756,cd4_t_cell,29156,28.9372
sample00164,100756,cd8_t_cell,26866,26.6644
sample00164,100756,monocyte,24226,24.0442
sample00164,100756,nk_cell,8636,8.5712
sample00165,111486,b_cell,11804,10.5879
sample00165,111486,cd4_t_cell,35119,31.5008
sample00165,111486,cd8_t_cell,19245,17.2623
sample00165,111486,monocyte,21456,19.2455
sample00165,111486,nk_cell,23862,21.4036
sample00166,111770,b_cell,9198,8.2294
sample00166,111770,cd4_t_cell,33200,29.7039
sample00166,111770,cd8_t_cell,21433,19.176
sample00166,111770,monocyte,26183,23.4258
sample00166,111770,nk_cell,21756,19.465
sample00167,108425,b_cell,9538,8.7969
sample00167,108425,cd4_t_cell,26658,24.5866
sample00167,108425,cd8_t_cell,40134,37.0154
sample00167,108425,monocyte,19194,17.7026
sample00167,108425,nk_cell,12901,11.8985
sample00168,102412,b_cell,8186,7.9932
sample00168,102412,cd4_t_cell,30370,29.6547
sample00168,102412,cd8_t_cell,32947,32.171
sample00168,102412,monocyte,12267,11.9781
sample00168,102412,nk_cell,18642,18.2029
sample00169,93829,b_cell,8106,8.6391
sample00169,93829,cd4_t_cell,33236,35.4219
sample00169,93829,cd8_t_cell,23215,24.7418
sample00169,93829,monocyte,14590,15.5496
sample00169,93829,nk_cell,14682,15.6476
sample00170,98457,b_cell,7984,8.1091
sample00170,98457,cd4_t_cell,26639,27.0565
sample00170,98457,cd8_t_cell,25161,25.5553
sample00170,98457,monocyte,24495,24.8789
sample00170,98457,nk_cell,14178,14.4002
sample00171,92121,b_cell,11525,12.5107
sample00171,92121,cd4_t_cell,22299,24.2062
sample00171,92121,cd8_t_cell,23390,25.3905
sample00171,92121,monocyte,20789,22.5671
sample00171,92121,nk_cell,14118,15.3255
sample00172,94096,b_cell,11364,12.077
sample00172,94096,cd4_t_cell,28674,30.4731
sample00172,94096,cd8_t_cell,23176,24.6302
sample00172,94096,monocyte,19145,20.3462
sample00172,94096,nk_cell,11737,12.4734
sample00173,96509,b_cell,7082,7.3382
sample00173,96509,cd4_t_cell,28266,29.2885
sample00173,96509,cd8_t_cell,27520,28.5155
sample00173,96509,monocyte,23840,24.7024
sample00173,96509,nk_cell,9801,10.1555
sample00174,97817,b_cell,7405,7.5703
sample00174,97817,cd4_t_cell,32965,33.7007
sample00174,97817,cd8_t_cell,22137,22.631
sample00174,97817,monocyte,14505,14.8287
sample00174,97817,nk_cell,20805,21.2693
sample00175,107707,b_cell,11412,10.5954
sample00175,107707,cd4_t_cell,36667,34.0433
sample00175,107707,cd8_t_cell,23005,21.3589
sample00175,107707,monocyte,22975,21.331
sample00175,107707,nk_cell,13648,12.6714
sample00176,97220,b_cell,7371,7.5818
sample00176,97220,cd4_t_cell,31741,32.6486
sample00176,97220,cd8_t_cell,18491,19.0197
sample00176,97220,monocyte,26575,27.3349
sample00176,97220,nk_cell,13042,13.4149
sample00177,102788,b_cell,10580,10.293
sample00177,102788,cd4_t_cell,25468,24.7772
sample00177,102788,cd8_t_cell,30273,29.4519
sample00177,102788,monocyte,17846,17.3619
sample00177,102788,nk_cell,18621,18.1159
sample00178,109003,b_cell,11377,10.4373
sample00178,109003,cd4_t_cell,35564,32.6266
sample00178,109003,cd8_t_cell,18189,16.6867
sample00178,109003,monocyte,21281,19.5233
sample00178,109003,nk_cell,22592,20.726
sample00179,95383,b_cell,4366,4.5773
sample00179,95383,cd4_t_cell,26451,27.7314
sample00179,95383,cd8_t_cell,24940,26.1472
sample00179,95383,monocyte,23797,24.9489
sample00179,95383,nk_cell,15829,16.5952
sample00180,99526,b_cell,10632,10.6826
sample00180,99526,cd4_t_cell,34254,34.4171
sample00180,99526,cd8_t_cell,24728,24.8458
sample00180,99526,monocyte,18053,18.139
sample00180,99526,nk_cell,11859,11.9155
sample00181,106939,b_cell,9617,8.993
sample00181,106939,cd4_t_cell,36652,34.2737
sample00181,106939,cd8_t_cell,19948,18.6536
sample00181,106939,monocyte,20369,19.0473
sample00181,106939,nk_cell,20353,19.0323
sample00182,96513,b_cell,7927,8.2134
sample00182,96513,cd4_t_cell,43029,44.5836
sample00182,96513,cd8_t_cell,14677,15.2073
sample00182,96513,monocyte,18209,18.8669
sample00182,96513,nk_cell,12671,13.1288
sample00183,90271,b_cell,8354,9.2544
sample00183,90271,cd4_t_cell,24907,27.5914
sample00183,90271,cd8_t_cell,22921,25.3913
sample00183,90271,monocyte,15769,17.4685
sample00183,90271,nk_cell,18320,20.2944
sample00184,101853,b_cell,13752,13.5018
sample00184,101853,cd4_t_cell,29444,28.9083
sample00184,101853,cd8_t_cell,27317,26.82
sample00184,101853,monocyte,18862,18.5188
sample00184,101853,nk_cell,12478,12.251
sample00185,90312,b_cell,8199,9.0785
sample00185,90312,cd4_t_cell,30630,33.9158
sample00185,90312,cd8_t_cell,26342,29.1678
sample00185,90312,monocyte,13624,15.0855
sample00185,90312,nk_cell,11517,12.7525
sample00186,99781,b_cell,12451,12.4783
sample00186,99781,cd4_t_cell,21131,21.1774
sample00186,99781,cd8_t_cell,32194,32.2647
sample00186,99781,monocyte,19122,19.164
sample00186,99781,nk_cell,14883,14.9157
sample00187,97273,b_cell,13389,13.7644
sample00187,97273,cd4_t_cell,25999,26.7279
sample00187,97273,cd8_t_cell,22858,23.4988
sample00187,97273,monocyte,22047,22.6651
sample00187,97273,nk_cell,12980,13.3439
sample00188,93651,b_cell,10012,10.6908
sample00188,93651,cd4_t_cell,30565,32.6371
sample00188,93651,cd8_t_cell,20985,22.4077
sample00188,93651,monocyte,19179,20.4792
sample00188,93651,nk_cell,12910,13.7852
sample00189,92269,b_cell,7128,7.7252
sample00189,92269,cd4_t_cell,32117,34.808
sample00189,92269,cd8_t_cell,25593,27.7374
sample00189,92269,monocyte,17971,19.4767
sample00189,92269,nk_cell,9460,10.2526
sample00190,107702,b_cell,5835,5.4177
sample00190,107702,cd4_t_cell,30147,27.9911
sample00190,107702,cd8_t_cell,30522,28.3393
sample00190,107702,monocyte,27256,25.3069
sample00190,107702,nk_cell,13942,12.945
sample00191,97633,b_cell,10650,10.9082
sample00191,97633,cd4_t_cell,25785,26.4101
sample00191,97633,cd8_t_cell,30449,31.1872
sample00191,97633,monocyte,18500,18.9485
sample00191,97633,nk_cell,12249,12.546
sample00192,93422,b_cell,9491,10.1593
sample00192,93422,cd4_t_cell,29905,32.0107
sample00192,93422,cd8_t_cell,22342,23.9151
sample00192,93422,monocyte,19969,21.3751
sample00192,93422,nk_cell,11715,12.5399
sample00193,104288,b_cell,12614,12.0954
sample00193,104288,cd4_t_cell,33863,32.4707
sample00193,104288,cd8_t_cell,22778,21.8414
sample00193,104288,monocyte,17710,16.9818
sample00193,104288,nk_cell,17323,16.6107
sample00194,94766,b_cell,8249,8.7046
sample00194,94766,cd4_t_cell,32860,34.6749
sample00194,94766,cd8_t_cell,21040,22.2021
sample00194,94766,monocyte,17927,18.9171
sample00194,94766,nk_cell,14690,15.5013
sample00195,110093,b_cell,9581,8.7026
sample00195,110093,cd4_t_cell,31555,28.6621
sample00195,110093,cd8_t_cell,23430,21.282
sample00195,110093,monocyte,28496,25.8836
sample00195,110093,nk_cell,17031,15.4696
sample00196,106348,b_cell,5599,5.2648
sample00196,106348,cd4_t_cell,35171,33.0716
sample00196,106348,cd8_t_cell,22344,21.0103
sample00196,106348,monocyte,22474,21.1325
sample00196,106348,nk_cell,20760,19.5208
sample00197,105242,b_cell,11837,11.2474
sample00197,105242,cd4_t_cell,24501,23.2806
sample00197,105242,cd8_t_cell,33379,31.7164
sample00197,105242,monocyte,23036,21.8886
sample00197,105242,nk_cell,12489,11.8669
sample00198,112100,b_cell,11947,10.6574
sample00198,112100,cd4_t_cell,25884,23.0901
sample00198,112100,cd8_t_cell,26396,23.5468
sample00198,112100,monocyte,34147,30.4612
sample00198,112100,nk_cell,13726,12.2444
sample00199,98854,b_cell,14721,14.8917
sample00199,98854,cd4_t_cell,32669,33.0477
sample00199,98854,cd8_t_cell,18028,18.237
sample00199,98854,monocyte,21877,22.1306
sample00199,98854,nk_cell,11559,11.693
sample00200,98997,b_cell,10134,10.2367
sample00200,98997,cd4_t_cell,32902,33.2354
sample00200,98997,cd8_t_cell,25566,25.825
sample00200,98997,monocyte,18307,18.4925
sample00200,98997,nk_cell,12088,12.2105
sample00201,107968,b_cell,12506,11.5831
sample00201,107968,cd4_t_cell,33632,31.15
sample00201,107968,cd8_t_cell,22619,20.9497
sample00201,107968,monocyte,22907,21.2165
sample00201,107968,nk_cell,16304,15.1008
sample00202,109619,b_cell,12230,11.1568
sample00202,109619,cd4_t_cell,29841,27.2225
sample00202,109619,cd8_t_cell,26472,24.1491
sample00202,109619,monocyte,27965,25.5111
sample00202,109619,nk_cell,13111,11.9605
sample00203,89878,b_cell,10259,11.4144
sample00203,89878,cd4_t_cell,26495,29.4788
sample00203,89878,cd8_t_cell,23424,26.062
sample00203,89878,monocyte,21700,24.1438
sample00203,89878,nk_cell,8000,8.901
sample00204,106620,b_cell,13017,12.2088
sample00204,106620,cd4_t_cell,29998,28.1354
sample00204,106620,cd8_t_cell,27927,26.193
sample00204,106620,monocyte,22142,20.7672
sample00204,106620,nk_cell,13536,12.6956
sample00205,101142,b_cell,8077,7.9858
sample00205,101142,cd4_t_cell,28201,27.8826
sample00205,101142,cd8_t_cell,24825,24.5447
sample00205,101142,monocyte,23367,23.1032
sample00205,101142,nk_cell,16672,16.4838
sample00206,108697,b_cell,10714,9.8568
sample00206,108697,cd4_t_cell,35430,32.5952
sample00206,108697,cd8_t_cell,30621,28.171
sample00206,108697,monocyte,19164,17.6307
sample00206,108697,nk_cell,12768,11.7464
sample00207,104367,b_cell,8515,8.1587
sample00207,104367,cd4_t_cell,30668,29.3848
sample00207,104367,cd8_t_cell,27761,26.5994
sample00207,104367,monocyte,24054,23.0475
sample00207,104367,nk_cell,13369,12.8096
sample00208,109160,b_cell,11308,10.3591
sample00208,109160,cd4_t_cell,39817,36.4758
sample00208,109160,cd8_t_cell,24209,22.1775
sample00208,109160,monocyte,17331,15.8767
sample00208,109160,nk_cell,16495,15.1108
sample00209,105179,b_cell,11804,11.2228
sample00209,105179,cd4_t_cell,34985,33.2623
sample00209,105179,cd8_t_cell,26281,24.9869
sample00209,105179,monocyte,18851,17.9228
sample00209,105179,nk_cell,13258,12.6052
sample00210,97792,b_cell,6668,6.8186
sample00210,97792,cd4_t_cell,25188,25.7567
sample00210,97792,cd8_t_cell,26040,26.6279
sample00210,97792,monocyte,28452,29.0944
sample00210,97792,nk_cell,11444,11.7024
sample00211,94532,b_cell,7965,8.4257
sample00211,94532,cd4_t_cell,30544,32.3108
sample00211,94532,cd8_t_cell,28417,30.0607
sample00211,94532,monocyte,16855,17.8299
sample00211,94532,nk_cell,10751,11.3729
sample00212,110959,b_cell,18307,16.4989
sample00212,110959,cd4_t_cell,31840,28.6953
sample00212,110959,cd8_t_cell,22477,20.257
sample00212,110959,monocyte,27824,25.0759
sample00212,110959,nk_cell,10511,9.4729
sample00213,98753,b_cell,11597,11.7434
sample00213,98753,cd4_t_cell,33550,33.9737
sample00213,98753,cd8_t_cell,23412,23.7076
sample00213,98753,monocyte,15033,15.2228
sample00213,98753,nk_cell,15161,15.3524
sample00214,102152,b_cell,13613,13.3262
sample00214,102152,cd4_t_cell,23583,23.0862
sample00214,102152,cd8_t_cell,26516,25.9574
sample00214,102152,monocyte,24990,24.4635
sample00214,102152,nk_cell,13450,13.1667
sample00215,90715,b_cell,8136,8.9687
sample00215,90715,cd4_t_cell,28823,31.7731
sample00215,90715,cd8_t_cell,24167,26.6406
sample00215,90715,monocyte,19257,21.228
sample00215,90715,nk_cell,10332,11.3895
sample00216,101474,b_cell,8404,8.2819
sample00216,101474,cd4_t_cell,35370,34.8562
sample00216,101474,cd8_t_cell,20063,19.7716
sample00216,101474,monocyte,23747,23.4021
sample00216,101474,nk_cell,13890,13.6882
sample00217,95714,b_cell,5644,5.8967
sample00217,95714,cd4_t_cell,21619,22.5871
